param,value,city,latitude,longitude
Traffic Commute Time Index,7.0,Avellino,40.9965446,15.1405690365004
Pollution Index,70.23,Avellino,40.9965446,15.1405690365004
 Quality of Life Index,,Avellino,40.9965446,15.1405690365004
Purchasing Power Index,69.3,Arezzo,43.51720195,11.763879181253118
Safety Index,57.34,Arezzo,43.51720195,11.763879181253118
Health Care Index,56.94,Arezzo,43.51720195,11.763879181253118
Climate Index,90.84,Arezzo,43.51720195,11.763879181253118
Cost of Living Index,60.68,Arezzo,43.51720195,11.763879181253118
Property Price to Income Ratio,6.02,Arezzo,43.51720195,11.763879181253118
Traffic Commute Time Index,35.33,Arezzo,43.51720195,11.763879181253118
Pollution Index,54.02,Arezzo,43.51720195,11.763879181253118
 Quality of Life Index,143.67,Arezzo,43.51720195,11.763879181253118
Purchasing Power Index,,Aosta,45.7370885,7.3196649
Safety Index,76.62,Aosta,45.7370885,7.3196649
Health Care Index,84.26,Aosta,45.7370885,7.3196649
Climate Index,,Aosta,45.7370885,7.3196649
Cost of Living Index,,Aosta,45.7370885,7.3196649
Property Price to Income Ratio,6.03,Aosta,45.7370885,7.3196649
Traffic Commute Time Index,32.0,Aosta,45.7370885,7.3196649
Pollution Index,28.74,Aosta,45.7370885,7.3196649
 Quality of Life Index,,Aosta,45.7370885,7.3196649
Purchasing Power Index,,Anzio (Rome),41.4471008,12.6285618
Safety Index,61.55,Anzio (Rome),41.4471008,12.6285618
Health Care Index,81.48,Anzio (Rome),41.4471008,12.6285618
Climate Index,94.35,Anzio (Rome),41.4471008,12.6285618
Cost of Living Index,,Anzio (Rome),41.4471008,12.6285618
Property Price to Income Ratio,8.82,Anzio (Rome),41.4471008,12.6285618
Traffic Commute Time Index,100.0,Anzio (Rome),41.4471008,12.6285618
Pollution Index,60.34,Anzio (Rome),41.4471008,12.6285618
 Quality of Life Index,,Anzio (Rome),41.4471008,12.6285618
Purchasing Power Index,66.14,Ancona,43.480120400000004,13.218790609151764
Safety Index,52.94,Ancona,43.480120400000004,13.218790609151764
Health Care Index,61.11,Ancona,43.480120400000004,13.218790609151764
Climate Index,92.89,Ancona,43.480120400000004,13.218790609151764
Cost of Living Index,61.57,Ancona,43.480120400000004,13.218790609151764
Property Price to Income Ratio,7.62,Ancona,43.480120400000004,13.218790609151764
Traffic Commute Time Index,28.25,Ancona,43.480120400000004,13.218790609151764
Pollution Index,43.06,Ancona,43.480120400000004,13.218790609151764
 Quality of Life Index,151.73,Ancona,43.480120400000004,13.218790609151764
Purchasing Power Index,,Alessandria,44.83495335,8.745030418605868
Safety Index,70.15,Alessandria,44.83495335,8.745030418605868
Health Care Index,53.89,Alessandria,44.83495335,8.745030418605868
Climate Index,89.67,Alessandria,44.83495335,8.745030418605868
Cost of Living Index,,Alessandria,44.83495335,8.745030418605868
Property Price to Income Ratio,3.17,Alessandria,44.83495335,8.745030418605868
Traffic Commute Time Index,15.0,Alessandria,44.83495335,8.745030418605868
Pollution Index,70.08,Alessandria,44.83495335,8.745030418605868
 Quality of Life Index,,Alessandria,44.83495335,8.745030418605868
