city,salary,members,basketConsPlusRent,LocalPuchasingPowerIndex,QualityIndex
Arezzo,1500.0,1,7036.3,2.6,201.2
Arezzo,1748.2,1,7036.3,3.0,215.3
Arezzo,1800.0,1,7036.3,3.1,218.3
Arezzo,2000.0,1,7036.3,3.5,229.7
Arezzo,2500.0,1,7036.3,4.3,258.1
Arezzo,3000.0,1,7036.3,5.2,286.5
Arezzo,3500.0,1,7036.3,6.1,314.9
Arezzo,1000.0,2,13843.9,0.9,144.9
Arezzo,1300.0,2,13843.9,1.1,153.5
Arezzo,1500.0,2,13843.9,1.3,159.3
Arezzo,1748.2,2,13843.9,1.5,166.5
Arezzo,1800.0,2,13843.9,1.6,168.0
Arezzo,2000.0,2,13843.9,1.8,173.7
Arezzo,2500.0,2,13843.9,2.2,188.2
Arezzo,3000.0,2,13843.9,2.6,202.6
Arezzo,3500.0,2,13843.9,3.1,217.1
Arezzo,1000.0,3,20547.1,0.6,135.4
Arezzo,1300.0,3,20547.1,0.8,141.3
Arezzo,1500.0,3,20547.1,0.9,145.2
Arezzo,1748.2,3,20547.1,1.0,150.0
Arezzo,1800.0,3,20547.1,1.1,151.0
Arezzo,2000.0,3,20547.1,1.2,154.9
Arezzo,2500.0,3,20547.1,1.5,164.6
Arezzo,3000.0,3,20547.1,1.8,174.4
Arezzo,3500.0,3,20547.1,2.1,184.1
Arezzo,1000.0,4,26977.2,0.5,130.8
Arezzo,1300.0,4,26977.2,0.6,135.2
Arezzo,1500.0,4,26977.2,0.7,138.2
Arezzo,1748.2,4,26977.2,0.8,141.9
Arezzo,1800.0,4,26977.2,0.8,142.6
Arezzo,2000.0,4,26977.2,0.9,145.6
Arezzo,2500.0,4,26977.2,1.1,153.0
Arezzo,3000.0,4,26977.2,1.4,160.4
Arezzo,3500.0,4,26977.2,1.6,167.9
Ancona,1000.0,1,7413.0,1.6,179.2
Ancona,1300.0,1,7413.0,2.1,195.4
Ancona,1500.0,1,7413.0,2.5,206.2
Ancona,1748.2,1,7413.0,2.9,219.6
Ancona,1800.0,1,7413.0,3.0,222.4
Ancona,2000.0,1,7413.0,3.3,233.2
Ancona,2500.0,1,7413.0,4.1,260.2
Ancona,3000.0,1,7413.0,4.9,287.1
Ancona,3500.0,1,7413.0,5.8,314.1
Ancona,1000.0,2,14606.2,0.8,152.7
Ancona,1300.0,2,14606.2,1.1,160.9
Ancona,1500.0,2,14606.2,1.3,166.3
Ancona,1748.2,2,14606.2,1.5,173.1
Ancona,1800.0,2,14606.2,1.5,174.6
Ancona,2000.0,2,14606.2,1.7,180.0
Ancona,2500.0,2,14606.2,2.1,193.7
Ancona,3000.0,2,14606.2,2.5,207.4
Ancona,3500.0,2,14606.2,2.9,221.1
Ancona,1000.0,3,21704.3,0.6,143.7
Ancona,1300.0,3,21704.3,0.7,149.2
Ancona,1500.0,3,21704.3,0.8,152.9
Ancona,1748.2,3,21704.3,1.0,157.5
Ancona,1800.0,3,21704.3,1.0,158.4
Ancona,2000.0,3,21704.3,1.1,162.1
Ancona,2500.0,3,21704.3,1.4,171.3
Ancona,3000.0,3,21704.3,1.7,180.6
Ancona,3500.0,3,21704.3,2.0,189.8
Ancona,1000.0,4,28476.9,0.4,139.3
Ancona,1300.0,4,28476.9,0.6,143.5
Ancona,1500.0,4,28476.9,0.6,146.3
Ancona,1748.2,4,28476.9,0.7,149.8
Ancona,1800.0,4,28476.9,0.8,150.6
Ancona,2000.0,4,28476.9,0.9,153.4
Ancona,2500.0,4,28476.9,1.1,160.4
Ancona,3000.0,4,28476.9,1.3,167.4
Ancona,3500.0,4,28476.9,1.5,174.4
